t             dt        Er         epsilon    n0         n1         n2         n3         n4         ElasLoss   R0         R1         R2         V1         V2         I1         Ic1         I2         Ic2         Q1         Q2         P0         
2.674206E-005 1E-008    82.6       14.2       4.92E+018  9E+017     9.2E+017   6.76E+017  1.51E+015  2.92E+006  5.3E+023   3.23E+020  3.25E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.84E-012  30.5       
2.684206E-005 1E-008    82.6       14.2       4.93E+018  9E+017     9.2E+017   6.76E+017  1.51E+015  2.92E+006  5.3E+023   3.23E+020  3.25E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.84E-012  30.5       
2.694206E-005 1E-008    82.6       14.2       4.93E+018  9E+017     9.2E+017   6.76E+017  1.51E+015  2.92E+006  5.3E+023   3.23E+020  3.25E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.83E-012  30.5       
2.704206E-005 1E-008    82.6       14.2       4.93E+018  9E+017     9.2E+017   6.76E+017  1.51E+015  2.92E+006  5.3E+023   3.24E+020  3.26E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.83E-012  30.5       
2.714206E-005 1E-008    82.6       14.2       4.93E+018  9E+017     9.21E+017  6.76E+017  1.51E+015  2.92E+006  5.3E+023   3.24E+020  3.26E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.83E-012  30.5       
2.724206E-005 1E-008    82.6       14.2       4.93E+018  9.01E+017  9.21E+017  6.76E+017  1.51E+015  2.92E+006  5.3E+023   3.24E+020  3.26E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.83E-012  30.5       
2.734206E-005 1E-008    82.6       14.2       4.93E+018  9.01E+017  9.21E+017  6.77E+017  1.51E+015  2.92E+006  5.3E+023   3.24E+020  3.26E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.82E-012  30.5       
2.744206E-005 1E-008    82.6       14.2       4.93E+018  9.01E+017  9.21E+017  6.77E+017  1.51E+015  2.92E+006  5.3E+023   3.24E+020  3.26E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.82E-012  30.5       
2.754206E-005 1E-008    82.6       14.2       4.93E+018  9.01E+017  9.21E+017  6.77E+017  1.51E+015  2.92E+006  5.3E+023   3.24E+020  3.26E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.82E-012  30.5       
2.764206E-005 1E-008    82.6       14.2       4.93E+018  9.01E+017  9.21E+017  6.77E+017  1.51E+015  2.92E+006  5.3E+023   3.24E+020  3.26E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.81E-012  30.5       
2.774206E-005 1E-008    82.6       14.2       4.93E+018  9.01E+017  9.21E+017  6.77E+017  1.51E+015  2.92E+006  5.3E+023   3.24E+020  3.26E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.81E-012  30.5       
2.784206E-005 1E-008    82.6       14.2       4.93E+018  9.01E+017  9.21E+017  6.77E+017  1.51E+015  2.92E+006  5.3E+023   3.24E+020  3.26E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.81E-012  30.5       
2.794206E-005 1E-008    82.6       14.2       4.93E+018  9.01E+017  9.22E+017  6.78E+017  1.51E+015  2.92E+006  5.3E+023   3.25E+020  3.26E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.81E-012  30.5       
2.804206E-005 1E-008    82.6       14.2       4.93E+018  9.02E+017  9.22E+017  6.78E+017  1.51E+015  2.92E+006  5.3E+023   3.25E+020  3.27E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.8E-012   30.5       
2.814206E-005 1E-008    82.6       14.2       4.93E+018  9.02E+017  9.22E+017  6.78E+017  1.51E+015  2.92E+006  5.3E+023   3.25E+020  3.27E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.8E-012   30.5       
2.824206E-005 1E-008    82.6       14.2       4.93E+018  9.02E+017  9.22E+017  6.78E+017  1.51E+015  2.92E+006  5.3E+023   3.25E+020  3.27E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.8E-012   30.5       
2.834206E-005 1E-008    82.6       14.2       4.93E+018  9.02E+017  9.22E+017  6.78E+017  1.51E+015  2.92E+006  5.3E+023   3.25E+020  3.27E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.8E-012   30.5       
2.844206E-005 1E-008    82.6       14.2       4.94E+018  9.02E+017  9.22E+017  6.78E+017  1.52E+015  2.92E+006  5.3E+023   3.25E+020  3.27E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.79E-012  30.5       
2.854206E-005 1E-008    82.6       14.2       4.94E+018  9.02E+017  9.22E+017  6.78E+017  1.52E+015  2.92E+006  5.3E+023   3.25E+020  3.27E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.79E-012  30.5       
2.864206E-005 1E-008    82.6       14.2       4.94E+018  9.02E+017  9.22E+017  6.78E+017  1.52E+015  2.92E+006  5.3E+023   3.25E+020  3.27E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.79E-012  30.5       
2.874206E-005 1E-008    82.6       14.2       4.94E+018  9.02E+017  9.22E+017  6.79E+017  1.52E+015  2.92E+006  5.3E+023   3.25E+020  3.27E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.79E-012  30.5       
2.884206E-005 1E-008    82.6       14.2       4.94E+018  9.02E+017  9.22E+017  6.79E+017  1.52E+015  2.92E+006  5.3E+023   3.25E+020  3.27E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.78E-012  30.5       
2.894206E-005 1E-008    82.6       14.2       4.94E+018  9.02E+017  9.23E+017  6.79E+017  1.52E+015  2.93E+006  5.3E+023   3.25E+020  3.27E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.78E-012  30.5       
2.904206E-005 1E-008    82.6       14.2       4.94E+018  9.03E+017  9.23E+017  6.79E+017  1.52E+015  2.93E+006  5.3E+023   3.25E+020  3.27E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.78E-012  30.5       
2.914206E-005 1E-008    82.6       14.2       4.94E+018  9.03E+017  9.23E+017  6.79E+017  1.52E+015  2.93E+006  5.3E+023   3.26E+020  3.27E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.78E-012  30.5       
2.924206E-005 1E-008    82.6       14.2       4.94E+018  9.03E+017  9.23E+017  6.79E+017  1.52E+015  2.93E+006  5.3E+023   3.26E+020  3.27E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.78E-012  30.6       
2.934206E-005 1E-008    82.6       14.2       4.94E+018  9.03E+017  9.23E+017  6.79E+017  1.52E+015  2.93E+006  5.3E+023   3.26E+020  3.28E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.77E-012  30.6       
2.944206E-005 1E-008    82.6       14.2       4.94E+018  9.03E+017  9.23E+017  6.79E+017  1.52E+015  2.93E+006  5.3E+023   3.26E+020  3.28E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.77E-012  30.6       
2.954206E-005 1E-008    82.6       14.2       4.94E+018  9.03E+017  9.23E+017  6.79E+017  1.52E+015  2.93E+006  5.3E+023   3.26E+020  3.28E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.77E-012  30.6       
2.964206E-005 1E-008    82.6       14.2       4.94E+018  9.03E+017  9.23E+017  6.8E+017   1.52E+015  2.93E+006  5.3E+023   3.26E+020  3.28E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.77E-012  30.6       
2.974206E-005 1E-008    82.6       14.2       4.94E+018  9.03E+017  9.23E+017  6.8E+017   1.52E+015  2.93E+006  5.3E+023   3.26E+020  3.28E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.77E-012  30.6       
2.984206E-005 1E-008    82.6       14.2       4.94E+018  9.03E+017  9.23E+017  6.8E+017   1.52E+015  2.93E+006  5.3E+023   3.26E+020  3.28E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.76E-012  30.6       
2.994206E-005 1E-008    82.6       14.2       4.94E+018  9.03E+017  9.23E+017  6.8E+017   1.52E+015  2.93E+006  5.3E+023   3.26E+020  3.28E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.76E-012  30.6       
3.004206E-005 1E-008    82.6       14.2       4.94E+018  9.03E+017  9.23E+017  6.8E+017   1.52E+015  2.93E+006  5.3E+023   3.26E+020  3.28E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.76E-012  30.6       
3.014206E-005 1E-008    82.6       14.2       4.94E+018  9.03E+017  9.24E+017  6.8E+017   1.52E+015  2.93E+006  5.3E+023   3.26E+020  3.28E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.76E-012  30.6       
3.024206E-005 1E-008    82.6       14.2       4.94E+018  9.03E+017  9.24E+017  6.8E+017   1.52E+015  2.93E+006  5.3E+023   3.26E+020  3.28E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.76E-012  30.6       
3.034206E-005 1E-008    82.6       14.2       4.94E+018  9.04E+017  9.24E+017  6.8E+017   1.52E+015  2.93E+006  5.3E+023   3.26E+020  3.28E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.76E-012  30.6       
3.044206E-005 1E-008    82.6       14.2       4.94E+018  9.04E+017  9.24E+017  6.8E+017   1.52E+015  2.93E+006  5.3E+023   3.26E+020  3.28E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.75E-012  30.6       
3.054206E-005 1E-008    82.6       14.2       4.94E+018  9.04E+017  9.24E+017  6.8E+017   1.52E+015  2.93E+006  5.3E+023   3.26E+020  3.28E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.75E-012  30.6       
3.064206E-005 1E-008    82.6       14.2       4.94E+018  9.04E+017  9.24E+017  6.8E+017   1.52E+015  2.93E+006  5.3E+023   3.26E+020  3.28E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.75E-012  30.6       
3.074206E-005 1E-008    82.6       14.2       4.94E+018  9.04E+017  9.24E+017  6.81E+017  1.52E+015  2.93E+006  5.3E+023   3.27E+020  3.28E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.75E-012  30.6       
3.084206E-005 1E-008    82.6       14.2       4.94E+018  9.04E+017  9.24E+017  6.81E+017  1.52E+015  2.93E+006  5.3E+023   3.27E+020  3.28E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.75E-012  30.6       
3.094206E-005 1E-008    82.6       14.2       4.94E+018  9.04E+017  9.24E+017  6.81E+017  1.52E+015  2.93E+006  5.3E+023   3.27E+020  3.28E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.75E-012  30.6       
3.104206E-005 1E-008    82.6       14.2       4.94E+018  9.04E+017  9.24E+017  6.81E+017  1.52E+015  2.93E+006  5.3E+023   3.27E+020  3.29E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.74E-012  30.6       
3.114206E-005 1E-008    82.6       14.2       4.95E+018  9.04E+017  9.24E+017  6.81E+017  1.52E+015  2.93E+006  5.3E+023   3.27E+020  3.29E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.74E-012  30.6       
3.124206E-005 1E-008    82.6       14.2       4.95E+018  9.04E+017  9.24E+017  6.81E+017  1.53E+015  2.93E+006  5.3E+023   3.27E+020  3.29E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.74E-012  30.6       
3.134206E-005 1E-008    82.6       14.2       4.95E+018  9.04E+017  9.24E+017  6.81E+017  1.53E+015  2.93E+006  5.3E+023   3.27E+020  3.29E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.74E-012  30.6       
3.144206E-005 1E-008    82.6       14.2       4.95E+018  9.04E+017  9.24E+017  6.81E+017  1.53E+015  2.93E+006  5.3E+023   3.27E+020  3.29E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.74E-012  30.6       
3.154206E-005 1E-008    82.6       14.2       4.95E+018  9.04E+017  9.24E+017  6.81E+017  1.53E+015  2.93E+006  5.3E+023   3.27E+020  3.29E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.74E-012  30.6       
3.164206E-005 1E-008    82.6       14.2       4.95E+018  9.04E+017  9.24E+017  6.81E+017  1.53E+015  2.93E+006  5.3E+023   3.27E+020  3.29E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.74E-012  30.6       
3.174206E-005 1E-008    82.6       14.2       4.95E+018  9.04E+017  9.24E+017  6.81E+017  1.53E+015  2.93E+006  5.3E+023   3.27E+020  3.29E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.74E-012  30.6       
3.184206E-005 1E-008    82.6       14.2       4.95E+018  9.04E+017  9.25E+017  6.81E+017  1.53E+015  2.93E+006  5.3E+023   3.27E+020  3.29E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.73E-012  30.6       
3.194206E-005 1E-008    82.6       14.2       4.95E+018  9.04E+017  9.25E+017  6.81E+017  1.53E+015  2.93E+006  5.3E+023   3.27E+020  3.29E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.73E-012  30.6       
3.204206E-005 1E-008    82.6       14.2       4.95E+018  9.04E+017  9.25E+017  6.81E+017  1.53E+015  2.93E+006  5.3E+023   3.27E+020  3.29E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.73E-012  30.6       
3.214206E-005 1E-008    82.6       14.2       4.95E+018  9.05E+017  9.25E+017  6.82E+017  1.53E+015  2.93E+006  5.3E+023   3.27E+020  3.29E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.73E-012  30.6       
3.224206E-005 1E-008    82.6       14.2       4.95E+018  9.05E+017  9.25E+017  6.82E+017  1.53E+015  2.93E+006  5.3E+023   3.27E+020  3.29E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.73E-012  30.6       
3.234206E-005 1E-008    82.6       14.2       4.95E+018  9.05E+017  9.25E+017  6.82E+017  1.53E+015  2.93E+006  5.3E+023   3.27E+020  3.29E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.73E-012  30.6       
3.244206E-005 1E-008    82.6       14.2       4.95E+018  9.05E+017  9.25E+017  6.82E+017  1.53E+015  2.93E+006  5.3E+023   3.27E+020  3.29E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.73E-012  30.6       
3.254206E-005 1E-008    82.6       14.2       4.95E+018  9.05E+017  9.25E+017  6.82E+017  1.53E+015  2.93E+006  5.3E+023   3.27E+020  3.29E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.73E-012  30.6       
3.264206E-005 1E-008    82.6       14.2       4.95E+018  9.05E+017  9.25E+017  6.82E+017  1.53E+015  2.93E+006  5.3E+023   3.27E+020  3.29E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.72E-012  30.6       
3.274206E-005 1E-008    82.6       14.2       4.95E+018  9.05E+017  9.25E+017  6.82E+017  1.53E+015  2.93E+006  5.3E+023   3.27E+020  3.29E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.72E-012  30.6       
3.284206E-005 1E-008    82.6       14.2       4.95E+018  9.05E+017  9.25E+017  6.82E+017  1.53E+015  2.93E+006  5.3E+023   3.27E+020  3.29E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.72E-012  30.6       
3.294206E-005 1E-008    82.6       14.2       4.95E+018  9.05E+017  9.25E+017  6.82E+017  1.53E+015  2.93E+006  5.3E+023   3.27E+020  3.29E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.72E-012  30.6       
3.304206E-005 1E-008    82.6       14.2       4.95E+018  9.05E+017  9.25E+017  6.82E+017  1.53E+015  2.93E+006  5.31E+023  3.27E+020  3.29E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.72E-012  30.6       
3.314206E-005 1E-008    82.6       14.2       4.95E+018  9.05E+017  9.25E+017  6.82E+017  1.53E+015  2.93E+006  5.31E+023  3.28E+020  3.29E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.72E-012  30.6       
3.324206E-005 1E-008    82.6       14.2       4.95E+018  9.05E+017  9.25E+017  6.82E+017  1.53E+015  2.93E+006  5.31E+023  3.28E+020  3.29E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.72E-012  30.6       
3.334206E-005 1E-008    82.6       14.2       4.95E+018  9.05E+017  9.25E+017  6.82E+017  1.53E+015  2.93E+006  5.31E+023  3.28E+020  3.29E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.72E-012  30.6       
3.344206E-005 1E-008    82.6       14.2       4.95E+018  9.05E+017  9.25E+017  6.82E+017  1.53E+015  2.93E+006  5.31E+023  3.28E+020  3.29E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.72E-012  30.6       
3.354206E-005 1E-008    82.6       14.2       4.95E+018  9.05E+017  9.25E+017  6.82E+017  1.53E+015  2.93E+006  5.31E+023  3.28E+020  3.29E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.72E-012  30.6       
3.364206E-005 1E-008    82.6       14.2       4.95E+018  9.05E+017  9.25E+017  6.82E+017  1.53E+015  2.93E+006  5.31E+023  3.28E+020  3.29E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.72E-012  30.6       
3.374206E-005 1E-008    82.6       14.2       4.95E+018  9.05E+017  9.25E+017  6.82E+017  1.53E+015  2.93E+006  5.31E+023  3.28E+020  3.29E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.71E-012  30.6       
3.384206E-005 1E-008    82.6       14.2       4.95E+018  9.05E+017  9.25E+017  6.82E+017  1.53E+015  2.93E+006  5.31E+023  3.28E+020  3.29E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.71E-012  30.6       
3.394206E-005 1E-008    82.6       14.2       4.95E+018  9.05E+017  9.25E+017  6.82E+017  1.53E+015  2.93E+006  5.31E+023  3.28E+020  3.29E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.71E-012  30.6       
3.404206E-005 1E-008    82.6       14.2       4.95E+018  9.05E+017  9.25E+017  6.82E+017  1.53E+015  2.93E+006  5.31E+023  3.28E+020  3.3E+021   -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.71E-012  30.6       
3.414206E-005 1E-008    82.6       14.2       4.95E+018  9.05E+017  9.25E+017  6.82E+017  1.53E+015  2.93E+006  5.31E+023  3.28E+020  3.3E+021   -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.71E-012  30.6       
3.424206E-005 1E-008    82.6       14.2       4.95E+018  9.05E+017  9.25E+017  6.82E+017  1.53E+015  2.93E+006  5.31E+023  3.28E+020  3.3E+021   -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.71E-012  30.6       
3.434206E-005 1E-008    82.6       14.2       4.95E+018  9.05E+017  9.25E+017  6.83E+017  1.53E+015  2.93E+006  5.31E+023  3.28E+020  3.3E+021   -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.71E-012  30.6       
3.444206E-005 1E-008    82.6       14.2       4.95E+018  9.05E+017  9.25E+017  6.83E+017  1.53E+015  2.93E+006  5.31E+023  3.28E+020  3.3E+021   -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.71E-012  30.6       
3.454206E-005 1E-008    82.6       14.2       4.95E+018  9.05E+017  9.26E+017  6.83E+017  1.53E+015  2.93E+006  5.31E+023  3.28E+020  3.3E+021   -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.71E-012  30.6       
3.464206E-005 1E-008    82.6       14.2       4.95E+018  9.05E+017  9.26E+017  6.83E+017  1.53E+015  2.93E+006  5.31E+023  3.28E+020  3.3E+021   -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.71E-012  30.6       
3.474206E-005 1E-008    82.6       14.2       4.95E+018  9.05E+017  9.26E+017  6.83E+017  1.53E+015  2.93E+006  5.31E+023  3.28E+020  3.3E+021   -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.71E-012  30.6       
3.484206E-005 1E-008    82.6       14.2       4.95E+018  9.05E+017  9.26E+017  6.83E+017  1.53E+015  2.93E+006  5.31E+023  3.28E+020  3.3E+021   -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.71E-012  30.6       
3.494206E-005 1E-008    82.6       14.2       4.95E+018  9.05E+017  9.26E+017  6.83E+017  1.53E+015  2.93E+006  5.31E+023  3.28E+020  3.3E+021   -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.71E-012  30.6       
3.504206E-005 1E-008    82.6       14.2       4.95E+018  9.05E+017  9.26E+017  6.83E+017  1.53E+015  2.93E+006  5.31E+023  3.28E+020  3.3E+021   -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.7E-012   30.6       
3.514206E-005 1E-008    82.6       14.2       4.95E+018  9.06E+017  9.26E+017  6.83E+017  1.53E+015  2.93E+006  5.31E+023  3.28E+020  3.3E+021   -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.7E-012   30.6       
3.524206E-005 1E-008    82.6       14.2       4.95E+018  9.06E+017  9.26E+017  6.83E+017  1.53E+015  2.93E+006  5.31E+023  3.28E+020  3.3E+021   -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.7E-012   30.6       
3.534206E-005 1E-008    82.6       14.2       4.95E+018  9.06E+017  9.26E+017  6.83E+017  1.53E+015  2.93E+006  5.31E+023  3.28E+020  3.3E+021   -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.7E-012   30.6       
3.544206E-005 1E-008    82.6       14.2       4.95E+018  9.06E+017  9.26E+017  6.83E+017  1.53E+015  2.93E+006  5.31E+023  3.28E+020  3.3E+021   -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.7E-012   30.6       
3.554206E-005 1E-008    82.6       14.2       4.95E+018  9.06E+017  9.26E+017  6.83E+017  1.53E+015  2.93E+006  5.31E+023  3.28E+020  3.3E+021   -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.7E-012   30.6       
3.564206E-005 1E-008    82.6       14.2       4.95E+018  9.06E+017  9.26E+017  6.83E+017  1.53E+015  2.93E+006  5.31E+023  3.28E+020  3.3E+021   -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.7E-012   30.6       
3.574206E-005 1E-008    82.6       14.2       4.95E+018  9.06E+017  9.26E+017  6.83E+017  1.53E+015  2.93E+006  5.31E+023  3.28E+020  3.3E+021   -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.7E-012   30.6       
3.584206E-005 1E-008    82.6       14.2       4.95E+018  9.06E+017  9.26E+017  6.83E+017  1.53E+015  2.93E+006  5.31E+023  3.28E+020  3.3E+021   -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.7E-012   30.6       
3.594206E-005 1E-008    82.6       14.2       4.95E+018  9.06E+017  9.26E+017  6.83E+017  1.53E+015  2.93E+006  5.31E+023  3.28E+020  3.3E+021   -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.7E-012   30.6       
3.604206E-005 1E-008    82.6       14.2       4.95E+018  9.06E+017  9.26E+017  6.83E+017  1.53E+015  2.93E+006  5.31E+023  3.28E+020  3.3E+021   -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.7E-012   30.6       
3.614206E-005 1E-008    82.6       14.2       4.95E+018  9.06E+017  9.26E+017  6.83E+017  1.53E+015  2.93E+006  5.31E+023  3.28E+020  3.3E+021   -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.7E-012   30.6       
3.624206E-005 1E-008    82.6       14.2       4.95E+018  9.06E+017  9.26E+017  6.83E+017  1.53E+015  2.93E+006  5.31E+023  3.28E+020  3.3E+021   -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.7E-012   30.6       
3.634206E-005 1E-008    82.6       14.2       4.95E+018  9.06E+017  9.26E+017  6.83E+017  1.53E+015  2.93E+006  5.31E+023  3.28E+020  3.3E+021   -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.7E-012   30.6       
3.644206E-005 1E-008    82.6       14.2       4.95E+018  9.06E+017  9.26E+017  6.83E+017  1.53E+015  2.93E+006  5.31E+023  3.28E+020  3.3E+021   -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.7E-012   30.6       
3.654206E-005 1E-008    82.6       14.2       4.95E+018  9.06E+017  9.26E+017  6.83E+017  1.53E+015  2.93E+006  5.31E+023  3.28E+020  3.3E+021   -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.7E-012   30.6       
3.664206E-005 1E-008    82.6       14.2       4.95E+018  9.06E+017  9.26E+017  6.83E+017  1.53E+015  2.93E+006  5.31E+023  3.28E+020  3.3E+021   -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.7E-012   30.6       
3.674206E-005 1E-008    82.6       14.2       4.95E+018  9.06E+017  9.26E+017  6.83E+017  1.53E+015  2.93E+006  5.31E+023  3.28E+020  3.3E+021   -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.69E-012  30.6       
3.684206E-005 1E-008    82.6       14.2       4.95E+018  9.06E+017  9.26E+017  6.83E+017  1.53E+015  2.93E+006  5.31E+023  3.28E+020  3.3E+021   -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.69E-012  30.6       
3.694206E-005 1E-008    82.6       14.2       4.95E+018  9.06E+017  9.26E+017  6.83E+017  1.53E+015  2.94E+006  5.31E+023  3.28E+020  3.3E+021   -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.69E-012  30.6       
3.704206E-005 1E-008    82.6       14.2       4.95E+018  9.06E+017  9.26E+017  6.83E+017  1.53E+015  2.94E+006  5.31E+023  3.28E+020  3.3E+021   -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.69E-012  30.6       
3.714206E-005 1E-008    82.6       14.2       4.95E+018  9.06E+017  9.26E+017  6.83E+017  1.53E+015  2.94E+006  5.31E+023  3.28E+020  3.3E+021   -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.69E-012  30.6       
3.724206E-005 1E-008    82.6       14.2       4.95E+018  9.06E+017  9.26E+017  6.83E+017  1.53E+015  2.94E+006  5.31E+023  3.28E+020  3.3E+021   -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.69E-012  30.6       
3.734206E-005 1E-008    82.6       14.2       4.95E+018  9.06E+017  9.26E+017  6.83E+017  1.53E+015  2.94E+006  5.31E+023  3.28E+020  3.3E+021   -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.69E-012  30.6       
3.744206E-005 1E-008    82.6       14.2       4.95E+018  9.06E+017  9.26E+017  6.83E+017  1.53E+015  2.94E+006  5.31E+023  3.28E+020  3.3E+021   -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.69E-012  30.6       
3.754206E-005 1E-008    82.6       14.2       4.95E+018  9.06E+017  9.26E+017  6.83E+017  1.53E+015  2.94E+006  5.31E+023  3.28E+020  3.3E+021   -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.69E-012  30.6       
